id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,beds,review_scores_rating
11874856,3842794,Jess,Randwick,-33.90393661,151.2488492,Entire home/apt,180,5,24,23/2/17,2.14,1,315,3,98
8329075,36756718,Surfside,Randwick,-33.91941565,151.255524,Shared room,39,1,1,26/9/15,0.05,27,89,12,40
13576954,201452,Joanne,Randwick,-33.91062973,151.2393482,Entire home/apt,180,2,8,4/3/17,1.17,1,308,2,93
5185720,8170962,Tanya,Randwick,-33.91503884,151.2600855,Entire home/apt,180,1,92,4/3/17,3.51,1,274,3,89
17309940,18453289,Eduardo,Randwick,-33.94979891,151.2466793,Private room,50,1,1,24/2/17,0.77,2,61,1,100
17962897,92408721,Josh,Randwick,-33.94644516,151.2458778,Entire home/apt,185,3,0,,,1,7,2,
9453918,5488993,Kate,Randwick,-33.92176387,151.2563326,Private room,66,3,2,1/1/17,0.13,1,76,1,100
8329099,36756718,Surfside,Randwick,-33.92068454,151.2571129,Shared room,25,1,1,12/4/16,0.08,27,88,12,80
16785673,64161678,Gabriel,Randwick,-33.92410922,151.2420132,Private room,68,1,5,26/3/17,5,1,24,2,84
8329113,36756718,Surfside,Randwick,-33.92062235,151.2570876,Shared room,39,1,1,7/10/16,0.17,27,89,6,
4464899,22910567,Catherine,Randwick,-33.91063566,151.2602734,Private room,85,1,43,26/3/17,1.67,1,311,1,95
14691118,7409213,Lisa L'Abode Accommodation,Randwick,-33.91226964,151.2446628,Entire home/apt,817,10,0,,,156,106,7,
8329128,36756718,Surfside,Randwick,-33.91939129,151.2562273,Shared room,39,1,2,19/12/16,0.3,27,89,6,80
925890,4981512,Nina,Randwick,-33.92735525,151.2574004,Entire home/apt,121,1,209,25/3/17,4.21,2,347,1,90
13130056,72253443,Paula,Randwick,-33.94493942,151.2396807,Entire home/apt,281,7,0,,,1,0,3,
15149893,24088206,Alyshia,Randwick,-33.90762742,151.2496101,Entire home/apt,130,7,0,,,1,117,3,
16195903,6975164,James,Randwick,-33.90572205,151.2339215,Entire home/apt,149,2,6,25/3/17,1.94,2,29,2,87
18024519,9300420,Maddy,Randwick,-33.93451121,151.2578692,Entire home/apt,130,3,0,,,1,6,2,
7940935,25010175,Ollie,Randwick,-33.91968487,151.2527526,Entire home/apt,165,10,2,8/1/17,0.14,1,92,2,80
4598602,23836215,Matt,Randwick,-33.91140068,151.2526032,Private room,69,10,0,,,1,0,1,
8329176,36756718,Surfside,Randwick,-33.91911871,151.2570244,Shared room,39,1,0,,,27,89,6,
16979941,17034277,Sarah,Randwick,-33.90584755,151.253733,Private room,51,5,0,,,2,84,1,
5254022,24465935,John,Randwick,-33.91309,151.2475939,Entire home/apt,235,7,0,,,2,0,2,
16324584,106844967,Anna,Randwick,-33.90792901,151.2397503,Private room,50,5,1,31/12/16,0.32,1,0,1,100
14321773,55616488,Laurence,Randwick,-33.91442242,151.2643327,Entire home/apt,265,2,16,11/3/17,2.06,1,74,2,93
7875483,2633114,Luciano,Randwick,-33.94030167,151.23359,Entire home/apt,170,14,1,30/1/16,0.07,1,0,3,80
17640356,119992391,Laura,Randwick,-33.90744635,151.2519664,Private room,69,3,0,,,1,7,1,
8200593,10061372,Martin,Randwick,-33.94139829,151.2340506,Entire home/apt,94,7,2,4/11/15,0.11,1,45,2,80
4989322,20343579,Larry,Randwick,-33.94183437,151.2408108,Private room,59,2,50,16/3/17,1.86,1,240,1,91
17642153,58298829,Susie,Randwick,-33.96021648,151.2439387,Entire home/apt,149,1,1,10/3/17,1,2,234,1,100
8466500,43657592,Barbora,Randwick,-33.90518023,151.2232405,Entire home/apt,130,14,1,5/1/16,0.07,1,19,2,100
14033306,19027254,Rebecca,Randwick,-33.92223851,151.2556174,Private room,600,1,0,,,1,61,1,
9581239,49597783,John,Randwick,-33.9205534,151.2296326,Private room,42,1,1,17/2/16,0.07,2,0,1,100
10300373,52981592,Keely,Randwick,-33.95561839,151.2474915,Entire home/apt,100,6,4,12/12/16,0.31,1,0,2,100
15807182,102298990,Amanda,Randwick,-33.92003131,151.2290985,Entire home/apt,300,2,6,23/2/17,1.32,1,0,8,90
9450858,48972836,Adriana,Randwick,-33.90510972,151.2252966,Entire home/apt,128,2,1,6/1/16,0.07,1,0,1,60
16264210,6810874,Nancy,Randwick,-33.91501882,151.2460184,Private room,125,4,0,,,1,179,1,
10103846,51850460,Craig,Randwick,-33.90943997,151.2613501,Entire home/apt,201,7,0,,,1,0,4,
15041955,1199836,Oktay,Randwick,-33.92186095,151.2480792,Private room,90,2,11,23/3/17,1.79,1,363,1,98
17897588,19197223,Liz & Mitch,Randwick,-33.91347331,151.2384176,Entire home/apt,149,3,0,,,1,347,1,
8598248,45249330,Natasha,Randwick,-33.90936434,151.2615073,Entire home/apt,181,1,8,14/2/17,0.44,1,0,2,100
10688651,52375590,Gavin,Randwick,-33.9236235,151.2259104,Private room,41,1,0,,,2,0,1,
12793224,37612294,Ryoko,Randwick,-33.91587385,151.2460087,Private room,55,2,1,4/5/16,0.09,1,0,1,
1192706,6519059,Gustavo,Randwick,-33.95492798,151.2479973,Private room,41,3,3,17/1/16,0.19,1,0,1,93
4917094,25324032,Nandita,Randwick,-33.9095215,151.2362214,Private room,75,1,0,,,1,0,1,
16134934,151269,Tom & Yvette,Randwick,-33.9244856,151.2560655,Entire home/apt,250,4,0,,,2,22,3,
5511339,28586231,Celise,Randwick,-33.9270047,151.2434461,Entire home/apt,620,5,1,9/4/15,0.04,1,0,5,80
9995696,50693640,Sophie,Randwick,-33.9456122,151.2328153,Private room,50,1,26,27/3/17,1.72,1,81,1,92
16851499,20377165,Lisa,Randwick,-33.91174161,151.268465,Private room,69,2,1,16/2/17,0.64,1,60,1,100
2547162,2939174,Monica,Randwick,-33.90770257,151.2583084,Private room,121,1,1,22/10/15,0.06,1,189,1,
15227252,11370035,Linda,Randwick,-33.92628352,151.2532535,Entire home/apt,180,4,1,3/1/17,0.33,2,133,2,100
16395386,36410227,Sabrina,Randwick,-33.90734692,151.2180411,Entire home/apt,165,3,0,,,45,8,1,
601230,2975454,Emma,Randwick,-33.92115491,151.2403381,Entire home/apt,274,1,21,25/3/17,1.38,1,338,4,94
15479606,99371291,Don,Randwick,-33.91045369,151.2584733,Private room,90,3,0,,,1,90,1,
792802,4177238,Cathy,Randwick,-33.91426084,151.2585018,Private room,69,3,21,29/8/16,0.41,1,239,1,86
923880,4969200,Jasmin,Randwick,-33.92376688,151.2416453,Entire home/apt,149,21,3,14/2/17,0.12,2,121,1,93
6368444,33148278,Mark,Randwick,-33.91500067,151.2418384,Entire home/apt,109,3,6,31/12/16,0.27,1,221,1,97
6305175,24342481,Marion,Randwick,-33.94124709,151.260444,Entire home/apt,149,5,2,1/2/16,0.13,1,0,2,90
3681462,7413683,Emma,Randwick,-33.92512365,151.2515071,Private room,69,4,63,17/3/17,1.93,2,365,1,96
15011603,94734523,Julia,Randwick,-33.90830815,151.2564038,Entire home/apt,270,3,3,4/1/17,0.67,1,84,4,87
12657334,28303674,Philip,Randwick,-33.92065421,151.2523376,Entire home/apt,121,7,0,,,1,0,3,
15412447,23438198,Jon,Randwick,-33.91008319,151.2361048,Private room,75,1,10,27/2/17,1.83,2,365,1,96
10756786,55625251,Lucy,Randwick,-33.97937313,151.2489645,Entire home/apt,111,3,1,8/3/16,0.08,1,0,2,100
7016243,36756718,Surfside,Randwick,-33.91944982,151.2573061,Shared room,18,1,1,6/7/15,0.05,27,0,8,80
16783651,111493742,Ann,Randwick,-33.92545982,151.2547689,Entire home/apt,350,2,1,4/3/17,1,1,4,2,100
11870910,47949778,Aoife,Randwick,-33.9135075,151.2373693,Private room,60,1,4,20/11/16,0.32,1,219,1,100
9448683,37606299,Theresa,Randwick,-33.90854926,151.2421063,Entire home/apt,385,5,3,6/1/17,0.2,1,0,3,93
69428,347900,Marina,Randwick,-33.93124916,151.2315085,Entire home/apt,499,2,45,12/3/17,0.62,1,358,5,81
16128303,1300048,Roxanne,Randwick,-33.94323829,151.2581231,Entire home/apt,97,1,2,28/2/17,1.02,1,51,1,100
7540572,10187530,Melissa,Randwick,-33.95582033,151.246888,Private room,52,1,0,,,2,356,1,
10018006,46417918,Cristina,Randwick,-33.9060581,151.2149628,Private room,52,1,1,27/1/17,0.45,1,302,1,100
11802950,44705892,Philippa,Randwick,-33.92155219,151.2554325,Entire home/apt,128,2,7,11/2/17,1.14,1,0,2,100
15931723,11370035,Linda,Randwick,-33.92638703,151.2550703,Private room,125,1,0,,,2,181,1,
273673,1431845,Sebastien,Randwick,-33.94201277,151.2489496,Private room,125,1,0,,,1,365,1,
16392965,106099670,Chun Lan,Randwick,-33.91988404,151.2287514,Private room,75,3,1,7/1/17,0.34,2,0,2,60
15273863,38618068,Pia,Randwick,-33.92413449,151.2581074,Private room,250,2,0,,,2,214,2,
11590447,58774097,Kylie,Randwick,-33.92896349,151.2588606,Entire home/apt,600,5,0,,,1,365,3,
16456034,107953363,Byron,Randwick,-33.92049753,151.2555107,Entire home/apt,102,2,11,30/3/17,3.51,1,145,1,92
15470485,8984863,Robert,Randwick,-33.91246971,151.2636281,Entire home/apt,166,4,0,,,1,174,2,
15994778,99626473,Mandy,Randwick,-33.94817866,151.2377879,Entire home/apt,288,1,1,18/11/16,0.22,2,181,4,
16135038,105257762,Breffni,Randwick,-33.91362133,151.2581063,Private room,69,1,1,16/2/17,0.33,1,48,1,100
7941444,2450066,Your Home Away From Home,Randwick,-33.92097038,151.2535779,Entire home/apt,254,5,3,5/1/17,0.17,76,296,3,90
12987722,31546449,David,Randwick,-33.9063789,151.2483123,Entire home/apt,114,20,1,23/6/16,0.11,2,35,2,100
3224457,3394795,Veronika,Randwick,-33.92097059,151.2527739,Entire home/apt,201,2,1,9/1/16,0.07,1,14,2,100
6628170,16026854,Kirstie,Randwick,-33.91348938,151.2583905,Entire home/apt,350,5,0,,,50,365,2,
16193938,105659440,Melissa,Randwick,-33.94409983,151.253355,Entire home/apt,499,4,1,17/3/17,0.32,1,13,4,100
9973080,51246922,Barry,Randwick,-33.91333836,151.2578167,Private room,100,1,0,,,1,0,1,
6824809,10609921,Mary,Randwick,-33.94865176,151.2465424,Entire home/apt,442,1,23,2/3/17,1.18,1,253,8,94
8007023,31395508,Yummi,Randwick,-33.96885376,151.2391923,Private room,69,1,18,30/1/17,0.95,3,365,1,90
17703804,7409213,Lisa L'Abode Accommodation,Randwick,-33.96052616,151.2426137,Entire home/apt,338,4,0,,,156,104,5,
17703806,2450066,Your Home Away From Home,Randwick,-33.91492088,151.234949,Entire home/apt,170,5,0,,,76,310,3,
16193998,105755627,Elaine,Randwick,-33.93262616,151.2579998,Entire home/apt,149,10,1,2/1/17,0.33,1,345,2,100
17504732,118641602,Tuany,Randwick,-33.91663844,151.2549273,Shared room,26,20,0,,,1,64,1,
11349364,24352697,Natalie,Randwick,-33.9080525,151.2252342,Private room,79,3,39,19/3/17,3.21,1,167,1,98
15934354,3475240,Peggy,Randwick,-33.9766279,151.2384784,Private room,90,2,4,19/3/17,1.3,1,130,1,100
15470620,25022394,Lesley,Randwick,-33.91767372,151.2567591,Private room,80,1,8,18/3/17,1.55,1,68,1,98
12070271,9762848,Michael,Randwick,-33.91053504,151.2515936,Private room,68,2,11,23/2/17,1.06,1,275,1,76
885420,4692723,Anna,Randwick,-33.91390832,151.2396376,Private room,85,2,71,1/7/16,1.4,2,76,1,96
16205852,105857544,Zach,Randwick,-33.90524464,151.2232741,Private room,58,2,3,27/1/17,0.76,1,32,1,80
906025,1620373,Karl,Randwick,-33.93538894,151.2588848,Private room,66,2,116,25/3/17,2.28,2,69,1,96
13048439,4504157,Peter,Randwick,-33.91126713,151.2357461,Private room,45,1,0,,,1,0,1,
14077982,24832313,Helen,Randwick,-33.98386622,151.2383578,Entire home/apt,125,14,0,,,1,363,2,
9577443,48303151,Hugh,Randwick,-33.9111013,151.2238609,Entire home/apt,138,1,0,,,1,0,2,
9776550,29898336,Katie,Randwick,-33.91847602,151.2439536,Private room,149,1,1,15/12/15,0.06,1,0,2,
6824945,4116251,Victoria,Randwick,-33.94330258,151.2589493,Entire home/apt,85,5,9,17/2/17,0.59,1,88,1,100
16650340,19703653,Tracy,Randwick,-33.92082452,151.2518433,Entire home/apt,180,2,6,19/3/17,2.9,5,269,2,100
9929820,29422060,Robert,Randwick,-33.91521797,151.2564192,Entire home/apt,100,3,25,19/3/17,1.63,3,150,1,93
2928811,14956416,Caroline,Randwick,-33.94378548,151.2464795,Entire home/apt,125,3,11,19/2/17,0.35,1,355,2,93
17114119,14416202,Kath,Randwick,-33.91442185,151.2470406,Private room,201,2,6,1/4/17,3.46,2,352,3,93
15211076,35331561,Kathy,Randwick,-33.95066164,151.2431368,Entire home/apt,104,2,1,1/10/16,0.16,1,47,2,100
15806223,102289229,Yael,Randwick,-33.91925642,151.2476753,Entire home/apt,450,5,0,,,1,84,4,
2112330,890702,Kristine,Randwick,-33.91614087,151.2485453,Entire home/apt,185,3,28,5/3/17,0.73,1,351,2,99
9845591,50695278,Roberta,Randwick,-33.91013693,151.2371125,Private room,50,1,0,,,1,0,2,
2573400,2551033,Julie,Randwick,-33.91325521,151.2623528,Entire home/apt,180,2,17,11/3/17,0.47,1,361,1,94
8374252,23827428,Ophí©lie,Randwick,-33.91981722,151.2410292,Private room,60,2,2,5/1/17,0.63,1,78,1,90
14171134,12626680,Sinead,Randwick,-33.91370467,151.2622994,Private room,60,1,0,,,1,0,1,
11678890,7409213,Lisa L'Abode Accommodation,Randwick,-33.91323711,151.263973,Entire home/apt,201,4,1,20/7/16,0.12,156,46,3,100
6306816,19747342,Michele,Randwick,-33.91303497,151.2578907,Private room,145,3,2,12/11/16,0.13,1,364,1,90
16073855,17459291,Pia,Randwick,-33.92478546,151.2568059,Private room,90,1,0,,,1,50,1,
14171163,8664760,Ryan,Randwick,-33.91385743,151.2604802,Entire home/apt,250,4,0,,,1,159,2,
801788,4220620,Warren,Randwick,-33.91075889,151.250451,Private room,100,1,115,17/3/17,2.18,1,347,1,94
14826532,11043376,Stephen,Randwick,-33.91262784,151.2652366,Entire home/apt,281,14,1,17/9/16,0.15,2,49,2,
5147144,26611898,Lara & Steffen,Randwick,-33.92404638,151.2518106,Private room,69,2,11,11/3/17,0.43,1,81,1,100
16989258,113767441,Michael,Randwick,-33.91878294,151.2583356,Entire home/apt,190,2,7,17/3/17,3.68,1,68,3,97
7751185,4886246,Caroline,Randwick,-33.95489733,151.2426579,Entire home/apt,300,5,1,3/1/16,0.07,1,0,4,80
9929800,51043876,Jerome,Randwick,-33.9180589,151.2554348,Private room,69,1,2,3/1/16,0.13,2,0,1,100
16795231,21744539,Tiff,Randwick,-33.91897057,151.2488053,Private room,94,1,0,,,1,134,1,
13387746,11317238,Brent,Randwick,-33.92047261,151.2415238,Entire home/apt,149,1,8,12/3/17,2.33,2,0,2,95
4406518,22874833,Maureen,Randwick,-33.92544511,151.2442565,Entire home/apt,350,7,1,11/4/15,0.04,1,27,5,100
3618330,7409213,Lisa L'Abode Accommodation,Randwick,-33.91075522,151.2552148,Entire home/apt,250,3,9,25/3/17,0.36,156,336,4,85
1984036,10237255,Rachael,Randwick,-33.91673976,151.2515079,Entire home/apt,100,10,7,24/3/17,0.18,1,16,1,96
13516136,23194958,Donna,Randwick,-33.94408174,151.2294358,Entire home/apt,325,2,1,2/1/17,0.33,1,83,4,100
10693599,54027472,Justin,Randwick,-33.90555593,151.2231985,Private room,2000,1,13,2/11/16,0.94,1,98,1,97
14433765,34990559,Will,Randwick,-33.90939105,151.2506914,Entire home/apt,149,7,3,19/8/16,0.39,1,0,3,
13517999,30190586,Karin,Randwick,-33.91759538,151.2507864,Private room,75,3,3,1/1/17,0.32,1,0,1,100
16072239,18430059,Darren,Randwick,-33.94499466,151.2592974,Entire home/apt,381,1,0,,,2,69,2,
4537953,23530334,Damian,Randwick,-33.92794754,151.2467047,Entire home/apt,689,7,2,4/1/17,0.07,1,6,4,90
12140139,65173975,John,Randwick,-33.92626928,151.2542308,Entire home/apt,180,1,0,,,1,0,2,
7028403,34723427,Eva,Randwick,-33.9219427,151.2502008,Entire home/apt,750,7,0,,,2,43,4,
10007837,12318766,Amar,Randwick,-33.92347082,151.2299243,Private room,75,3,2,5/1/16,0.13,1,331,2,90
15025379,94858062,Kayley,Randwick,-33.94459686,151.2568266,Private room,59,1,15,4/3/17,2.45,1,28,1,91
2637544,12937080,Arthur & Alejandra,Randwick,-33.92634884,151.2445507,Entire home/apt,115,3,42,19/3/17,1.22,1,145,2,89
5050873,25214359,Alexandra,Randwick,-33.92579159,151.2462568,Entire home/apt,140,2,3,17/1/16,0.19,1,0,2,73
16006921,99657379,Julia,Randwick,-33.92006933,151.2194449,Private room,68,1,22,9/2/17,5.04,3,35,1,94
13387033,76113273,Matt,Randwick,-33.92563065,151.25343,Private room,90,1,0,,,1,0,1,
8118490,7409213,Lisa L'Abode Accommodation,Randwick,-33.94203182,151.242113,Entire home/apt,468,7,1,3/1/16,0.07,156,77,6,100
4998427,25775990,Anthony,Randwick,-33.97871617,151.2443721,Entire home/apt,140,4,7,25/4/16,0.29,1,0,1,91
16532770,108757043,Lucy,Randwick,-33.91322896,151.2380757,Private room,90,7,0,,,1,178,1,
15484195,20828795,Alex,Randwick,-33.91874917,151.23628,Entire home/apt,201,7,1,1/1/17,0.32,1,0,2,100
11027757,34979836,Zecheng,Randwick,-33.91602308,151.2378995,Private room,50,3,7,5/2/17,1.79,1,0,1,83
3814713,7413683,Emma,Randwick,-33.92385956,151.249889,Entire home/apt,176,7,5,21/1/17,0.18,2,329,2,84
9453413,48987598,Angela,Randwick,-33.94319179,151.2450299,Entire home/apt,66,3,7,7/1/17,0.45,1,6,1,94
3555199,3250893,Marie,Randwick,-33.92005105,151.2461781,Private room,75,2,41,24/2/17,3.11,1,358,1,88
279869,1459337,Brian,Randwick,-33.9164554,151.2564962,Entire home/apt,309,5,4,1/12/14,0.08,2,0,2,93
9977776,2450066,Your Home Away From Home,Randwick,-33.92400678,151.2559505,Entire home/apt,425,5,4,22/1/17,0.93,76,283,4,95
15746381,101768878,Stuart,Randwick,-33.92530058,151.2417634,Entire home/apt,170,7,3,2/3/17,0.67,1,73,1,100
15603703,41714396,Ash,Randwick,-33.91575606,151.2267748,Private room,125,1,3,14/3/17,1.05,21,20,2,67
10979999,27559965,Hector,Randwick,-33.91317546,151.2245905,Private room,69,1,37,1/4/17,2.67,3,362,1,91
7749621,25212727,Gillian,Randwick,-33.91133669,151.2431984,Entire home/apt,115,1,29,25/3/17,1.44,1,142,2,86
9782610,26755804,Michelle,Randwick,-33.92664818,151.2343817,Entire home/apt,299,3,4,31/12/16,0.26,1,0,5,100
9782622,35521501,Cathy,Randwick,-33.91579409,151.239199,Entire home/apt,140,7,0,,,2,0,2,
9912371,19979002,Fhi,Randwick,-33.94254846,151.2556222,Private room,80,1,0,,,1,0,2,
15876177,6976154,Fabian,Randwick,-33.94608311,151.2554436,Entire home/apt,281,7,0,,,1,147,1,
16007263,99626473,Mandy,Randwick,-33.94639124,151.2389156,Entire home/apt,288,2,0,,,2,180,4,
7095642,14212042,Linda & Cathal,Randwick,-33.94392771,151.243111,Private room,90,1,50,24/3/17,2.35,2,251,1,91
5980358,8340734,Diane,Randwick,-33.94617135,151.2500589,Entire home/apt,220,4,1,31/12/16,0.32,1,6,1,40
17741178,12139862,Imogen,Randwick,-33.92363462,151.2514821,Entire home/apt,140,2,0,,,1,55,2,
9715943,7409213,Lisa L'Abode Accommodation,Randwick,-33.91124855,151.2625871,Entire home/apt,570,4,1,6/1/16,0.07,156,66,4,100
17515936,14138978,Prestige,Randwick,-33.91974574,151.2509609,Entire home/apt,250,5,0,,,45,365,3,
16138497,59135344,Emma,Randwick,-33.916829,151.2476993,Entire home/apt,400,4,1,2/1/17,0.33,1,365,2,100
16138514,105292064,Samuel,Randwick,-33.92842406,151.248056,Entire home/apt,229,4,2,26/1/17,0.65,1,26,4,100
8995095,28591555,Eimear,Randwick,-33.9129356,151.2379295,Entire home/apt,100,2,1,18/12/16,0.28,1,5,2,
17383711,20738637,Rebecca,Randwick,-33.91734856,151.2522685,Entire home/apt,107,5,0,,,1,63,1,
9912627,15028687,Graziella,Randwick,-33.91318235,151.2530075,Entire home/apt,100,10,2,1/1/17,0.13,1,0,2,100
606519,3004325,Mireille,Randwick,-33.97223345,151.252463,Private room,100,3,0,,,1,365,2,
7749959,38890154,Ziona,Randwick,-33.95200225,151.2452376,Entire home/apt,278,2,0,,,1,0,4,
6898005,21884191,Erik,Randwick,-33.9167043,151.2521005,Entire home/apt,125,6,26,16/3/17,1.26,1,305,3,90
9979303,6778566,Fiona,Randwick,-33.92135643,151.2553838,Private room,250,3,2,9/1/17,0.65,1,84,1,100
1111328,2288917,Matt,Randwick,-33.93934017,151.2382673,Private room,100,2,0,,,1,364,1,
8275383,7511937,Jordan,Randwick,-33.94519524,151.2598268,Entire home/apt,350,5,0,,,1,359,2,
3490148,17575567,Amanda,Randwick,-33.92135607,151.2568297,Entire home/apt,180,2,71,12/3/17,2.59,1,239,3,92
9453942,48990720,Jennifer,Randwick,-33.92510203,151.2495826,Entire home/apt,270,5,0,,,1,0,4,
15985614,132945,Annabelle,Randwick,-33.90833033,151.2330919,Entire home/apt,125,2,3,17/2/17,0.97,1,4,1,100
9847203,50703187,Sophie,Randwick,-33.91981088,151.2502189,Private room,41,14,2,20/7/16,0.13,1,0,1,100
1130919,4813247,Kristin,Randwick,-33.91583577,151.2551009,Entire home/apt,600,7,0,,,1,159,3,
5185213,10002571,Hugo,Randwick,-33.92895533,151.2550241,Private room,100,1,0,,,1,0,1,
6916350,32715672,Andrew,Randwick,-33.94138619,151.245254,Private room,56,2,37,2/4/17,1.73,1,197,1,96
16070154,53355627,Shane,Randwick,-33.91289817,151.2692721,Private room,75,1,8,23/2/17,3.53,2,346,1,98
4211142,6903032,Ali,Randwick,-33.94419396,151.2593879,Entire home/apt,180,7,2,20/2/17,0.07,1,0,2,100
1979927,10217099,Jeremy,Randwick,-33.92316984,151.255278,Entire home/apt,191,1,25,2/4/17,0.72,5,279,2,92
13579186,49310407,Raashi,Randwick,-33.92689673,151.2571472,Private room,85,5,0,,,2,19,1,
9516629,49310335,Tom,Randwick,-33.92398932,151.2566935,Private room,66,2,0,,,1,306,1,
803334,4228177,Kasia,Randwick,-33.94871131,151.2427273,Private room,85,5,5,24/2/17,0.12,1,332,1,88
9516634,49310407,Raashi,Randwick,-33.92589814,151.2560031,Entire home/apt,220,5,4,5/1/17,0.44,2,0,2,95
1979970,10217099,Jeremy,Randwick,-33.92148507,151.2564403,Entire home/apt,199,1,45,25/3/17,1.12,5,267,2,91
822017,4316472,Linda & Charles,Randwick,-33.92841475,151.2598203,Entire home/apt,426,3,16,20/3/17,0.37,1,315,4,99
14890420,32541960,Andrew,Randwick,-33.91073039,151.2252267,Entire home/apt,121,7,0,,,1,0,3,
8929912,46691927,Marie,Randwick,-33.91564453,151.2519209,Entire home/apt,360,6,1,2/1/16,0.07,1,0,5,100
13481413,10694337,Joyce,Randwick,-33.90932065,151.2624613,Entire home/apt,121,2,8,4/3/17,0.86,1,27,1,100
17057368,108221824,Albert,Randwick,-33.94462676,151.2486795,Private room,911,1,2,11/3/17,2,3,364,2,90
9451235,48974738,Glenn,Randwick,-33.91344992,151.2472041,Entire home/apt,121,5,1,17/10/16,0.18,1,0,2,100
10106611,51865537,Mark,Randwick,-33.92344693,151.2457304,Entire home/apt,450,1,0,,,1,0,2,
16004859,96355556,Gaston,Randwick,-33.95207121,151.2512028,Private room,41,1,2,24/1/17,0.65,1,17,1,100
3097329,15629257,Alejandra,Randwick,-33.91556966,151.2534139,Entire home/apt,100,14,1,6/1/16,0.07,1,109,2,80
16859918,112326999,Thiago,Randwick,-33.94565998,151.2574583,Private room,69,1,2,30/3/17,1.2,1,281,1,100
2704122,4713840,Brenda,Randwick,-33.92479856,151.254884,Entire home/apt,149,3,74,31/3/17,2.05,5,174,4,94
6633305,9929916,Roxanne,Randwick,-33.9045268,151.2492263,Private room,41,7,0,,,2,0,1,
16466785,695202,Donny,Randwick,-33.94692881,151.2560211,Private room,149,2,1,9/2/17,0.56,9,90,2,20
11024239,36671804,Manda,Randwick,-33.94275366,151.2543194,Entire home/apt,106,2,6,13/9/16,0.62,1,0,2,100
14301080,44989726,Mark,Randwick,-33.91413009,151.2684104,Entire home/apt,1049,7,0,,,1,100,5,
10634155,45969057,Xubo,Randwick,-33.92166451,151.2282301,Private room,35,7,1,13/2/16,0.07,1,0,1,60
9049869,47218564,Gabriela,Randwick,-33.91427337,151.2366063,Private room,48,4,1,1/3/16,0.08,1,0,1,
14042066,11086188,Scott,Randwick,-33.92341259,151.2236386,Entire home/apt,800,5,0,,,1,333,6,
14828508,42875776,Glenn,Randwick,-33.92265769,151.2520283,Entire home/apt,240,2,4,6/1/17,1.21,1,65,2,95
4568049,11348007,Jane And James,Randwick,-33.92081426,151.2308738,Private room,105,4,20,20/3/17,0.73,1,100,1,99
5388367,28194331,Rhiannon,Randwick,-33.91055583,151.2547417,Private room,85,1,0,,,1,0,1,
1718371,6413772,Gail,Randwick,-33.93489938,151.2508898,Entire home/apt,250,100,9,3/1/16,0.23,1,365,5,93
3115490,19703653,Tracy,Randwick,-33.91979595,151.2529382,Entire home/apt,229,3,4,11/1/16,0.14,5,243,2,100
9320577,48377549,Toni,Randwick,-33.9103233,151.2555864,Entire home/apt,400,1,24,25/2/17,1.48,1,354,4,92
13646090,10541196,Lizzie,Randwick,-33.91462,151.2545138,Entire home/apt,125,6,0,,,1,35,1,
5981208,31052929,Misty,Randwick,-33.92719124,151.2505243,Private room,80,1,18,1/4/17,0.87,2,91,2,98
9976139,50171389,Sarah,Randwick,-33.918667,151.2493161,Private room,69,2,1,14/2/16,0.07,2,340,1,100
1128749,410489,Michal,Randwick,-33.90913966,151.2220277,Entire home/apt,110,2,193,14/3/17,4.09,1,306,1,92
1980879,7043586,Annie,Randwick,-33.90720494,151.241502,Entire home/apt,190,6,2,22/4/14,0.05,1,0,1,93
2046420,10491111,Louka.,Randwick,-33.92465946,151.2558005,Private room,94,1,2,7/3/17,0.66,1,66,1,100
9583063,49055139,Murray And Emma,Randwick,-33.93367553,151.2590097,Entire home/apt,300,10,1,2/1/16,0.07,1,0,2,100
4032936,7409213,Lisa L'Abode Accommodation,Randwick,-33.90776964,151.2555952,Entire home/apt,343,3,0,,,156,66,3,
15874568,102923582,Gabriel  Gordon'S Bay,Randwick,-33.91583791,151.2609044,Entire home/apt,250,4,10,14/3/17,2.24,1,298,5,92
3553812,14344951,Jude,Randwick,-33.91170789,151.253542,Entire home/apt,135,5,10,8/5/16,0.3,1,0,1,89
2046525,10491567,Krista,Randwick,-33.95549281,151.2474643,Private room,50,1,4,27/5/16,0.3,2,29,1,100
16136818,103080265,Geri,Randwick,-33.9183464,151.2466129,Private room,100,1,1,3/1/17,0.33,3,276,1,100
16533008,108759242,Ignacio,Randwick,-33.92537831,151.2552795,Entire home/apt,149,3,1,1/1/17,0.32,1,0,1,100
17906369,122372178,Scott,Randwick,-33.92295374,151.2487452,Entire home/apt,700,5,0,,,1,0,4,
2243269,11457717,Celia,Randwick,-33.9265196,151.2545644,Entire home/apt,115,5,4,3/1/17,0.11,1,303,1,95
14170863,73705494,Adam,Randwick,-33.90503673,151.2445517,Entire home/apt,940,7,0,,,1,108,8,
17447743,103172571,Chelsey,Randwick,-33.92590575,151.2451198,Entire home/apt,125,1,0,,,2,24,2,
12798014,66990253,Rob,Randwick,-33.90648335,151.2502533,Entire home/apt,119,3,3,28/8/16,0.37,1,0,4,93
